Version;Type;Gateway;Game date;Map;Race match-up;APMs;Length;Players;File;Comment;
module.repSearch.tab.results.header.version;module.repSearch.tab.results.header.type;module.repSearch.tab.results.header.gateway;module.repSearch.tab.results.header.fileDate;module.repSearch.tab.results.header.map;module.repSearch.tab.results.header.raceMatchup;module.repSearch.tab.results.header.apms;module.repSearch.tab.results.header.length;module.repSearch.tab.results.header.players;module.repSearch.tab.results.header.file;module.repSearch.tab.results.header.comment;
1.0.3.16291;AutoMM;Europe;2010-08-29 02:22:15;Extinction;TPPPvTPTT;111, 58, 33, 46, 45, 27, 26, 38;00:15:56;SCIIGears, BuzzKill, René, KillBuzz vs Grief, Jinxed, BaneCrown, Egregius;W:\sc2\my\2010-08-29 02-22-15.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-08-29 22:05:37;Frontier;ZPTvTPZ;131, 166, 97, 82, 44, 127;00:15:53;SCIIGears, bmyclh, ljootQln vs Candyss, Tolsa, Balduran;W:\sc2\my\2010-08-29 22-05-37.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-08-29 22:18:05;Quicksand;PTZvPTT;88, 103, 85, 48, 66, 76;00:05:31;SCIIGears, rst, HURTmePLENTY vs Fivoin, Mexx, Patch;W:\sc2\my\2010-08-29 22-18-05.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-08-29 22:24:54;Steppes of War;ZvP;125, 99;00:04:42;SCIIGears vs MrSmi;W:\sc2\my\2010-08-29 22-24-54.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-08-29 22:46:12;Outpost;ZZTTvTTZZ;138, 89, 49, 110, 31, 133, 108, 66;00:16:22;SCIIGears, mafaraxas, Dranicus, sancho vs Drara, FirehanD, Mutal, GhosTz;W:\sc2\my\2010-08-29 22-46-12.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-08-29 23:04:17;War Zone;PPvPT;103, 64, 87, 90;00:15:23;SCIIGears, FireFlier vs Knüppel, Nichtraucher;W:\sc2\my\2010-08-29 23-04-17.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-08-29 23:24:11;Scorched Haven;PZvTP;109, 95, 75, 28;00:16:42;SCIIGears, FireFlier vs cArGo, nog;W:\sc2\my\2010-08-29 23-24-11.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-08-29 23:37:12;Scorched Haven;PTvZP;101, 81, 42, 73;00:11:40;SCIIGears, FireFlier vs PrinceLuck, Fog;W:\sc2\my\2010-08-29 23-37-12.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-08-29 23:45:36;Quicksand;ZZPvZTZ;152, 75, 73, 58, 32, 53;00:06:27;SCIIGears, baltaZar, FireFlier vs Sulfural, garagin, Zodiarque;W:\sc2\my\2010-08-29 23-45-36.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-08-29 23:56:23;Typhon;PZZvPZT;101, 50, 77, 32, 42, 32;00:09:26;SCIIGears, baltaZar, FireFlier vs Siulong, Artharos, garagin;W:\sc2\my\2010-08-29 23-56-23.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-08-30 00:10:14;Frontier;PTTvTTT;93, 61, 83, 38, 41, 43;00:12:54;SCIIGears, baltaZar, FireFlier vs Nazgig, Bluris, Mike;W:\sc2\my\2010-08-30 00-10-14.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-08-30 00:20:17;Monsoon;PZPvTPZ;88, 84, 80, 44, 45, 83;00:09:16;SCIIGears, baltaZar, FireFlier vs Ronbekku, CocoFujin, Postume;W:\sc2\my\2010-08-30 00-20-17.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-08-30 00:33:24;Monlyth Ridge;PTvPZ;101, 84, 38, 56;00:11:51;SCIIGears, FireFlier vs BoxingParrot, LnDCobra;W:\sc2\my\2010-08-30 00-33-24.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-08-30 00:35:52;Arid Wastes;PPvTT;0, 0, 0, 0;00:01:13;SCIIGears, FireFlier vs Que, Fatalfoe;W:\sc2\my\2010-08-30 00-35-52.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-08-30 00:43:54;Scorched Haven;TPvZT;110, 62, 69, 65;00:07:03;SCIIGears, FireFlier vs Kno, Amerame;W:\sc2\my\2010-08-30 00-43-54.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-08-30 00:54:15;Tarsonis Assault;ZZvTT;104, 85, 36, 48;00:09:38;SCIIGears, FireFlier vs Bacterio, Menesteo;W:\sc2\my\2010-08-30 00-54-15.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-08-30 01:17:56;Twilight Fortress;PTvPP;94, 72, 69, 95;00:23:09;SCIIGears, FireFlier vs Whiti, neV;W:\sc2\my\2010-08-30 01-17-56.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-08-30 22:22:09;Extinction;ZZTTvTTTP;113, 57, 66, 53, 69, 65, 67, 67;00:27:18;SCIIGears, MacKin, pierre, ExtremeNoob vs Skrollk, Gabou, NeStLe, starportugue;W:\sc2\my\2010-08-30 22-22-09.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-08-30 23:00:50;Sand Canyon;TPPTvZPZP;147, 39, 119, 65, 43, 34, 63, 27;00:15:45;SCIIGears, Piotr, Maximelo, Uriel vs SirMac, painworlD, MasterEugen, Farintor;W:\sc2\my\2010-08-30 23-00-50.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-08-30 23:20:12;Toxic Slums;TTPPvPPTZ;148, 35, 67, 35, 60, 60, 59, 87;00:17:41;SCIIGears, Elie, Vampi, Gioker vs niKeX, alpha, Hirudo, DeFLeCTiOn;W:\sc2\my\2010-08-30 23-20-12.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-08-31 00:01:36;Lava Flow;PPPPvPZPZ;127, 66, 35, 70, 79, 155, 67, 87;00:19:40;SCIIGears, Vampi, Gioker, FireFlier vs henkY, ÅlzONE, Martin, Frdrik;W:\sc2\my\2010-08-31 00-01-36.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-08-31 00:48:47;Extinction;TTZPvPZZT;132, 44, 88, 55, 70, 123, 51, 61;00:14:55;SCIIGears, Pwet, Sophat, Kheran vs Sly, BuG, Tulzadoom, Atiqus;W:\sc2\my\2010-08-31 00-48-47.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-08-31 01:11:30;Megaton;ZPPZvZZPP;144, 54, 71, 57, 60, 41, 76, 80;00:19:59;SCIIGears, Picsou, vebbi, tonas vs Thyke, Jorim, XaN, Weenamorloch;W:\sc2\my\2010-08-31 01-11-30.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-08-31 01:34:50;Outpost;ZZPPvTZPT;141, 64, 67, 90, 161, 80, 57, 96;00:19:30;SCIIGears, Enira, ApocDrago, ZAK vs Rofled, sayk, NeoN, Ankhes;W:\sc2\my\2010-08-31 01-34-50.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-08-31 01:43:48;Extinction;ZZPTvTPTT;145, 59, 131, 83, 56, 50, 61, 77;00:06:49;SCIIGears, tronkitruti, superfly, Osgiliat vs Woody, Greyfox, Isharrr, Komek;W:\sc2\my\2010-08-31 01-43-48.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-08-31 23:18:50;Megaton;PZZPvZPPT;113, 50, 77, 57, 61, 27, 38, 90;00:16:31;SCIIGears, SumSum, Padik, Drathir vs Nuhj, tina, Nanno, Dari;W:\sc2\my\2010-08-31 23-18-50.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-08-31 23:41:52;Sand Canyon;PPZTvTZPT;103, 55, 61, 111, 82, 153, 93, 75;00:17:36;SCIIGears, Pyrkas, Deception, woshi vs FeeLmaTic, MAvE, Jimlee, cypku;W:\sc2\my\2010-08-31 23-41-52.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-09-01 00:04:48;Lava Flow;PPZPvPPZZ;92, 38, 145, 76, 68, 75, 82, 131;00:17:37;SCIIGears, Warbijchtsn, YshPloT, Vensz vs sLGagman, Rage, Suba, aLeX;W:\sc2\my\2010-09-01 00-04-48.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-09-01 00:28:27;Megaton;ZPZTvZTTZ;105, 25, 111, 78, 76, 64, 102, 82;00:21:47;SCIIGears, schmoo, Puffymuffinz, Startrance vs DeNe, Asmoleth, Galder, Kouras;W:\sc2\my\2010-09-01 00-28-27.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-09-01 00:55:00;Sand Canyon;ZTTZvPPPT;140, 0, 81, 94, 33, 47, 42, 54;00:22:29;SCIIGears, Lynius, Demju, Syringa vs Schlemmi, Whophon, Thor, Cloverfield;W:\sc2\my\2010-09-01 00-55-00.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-09-01 22:08:35;Ulaan Deeps;TPZvZPT;118, 86, 63, 108, 53, 86;00:11:16;SCIIGears, baltaZar, FireFlier vs Boubpho, Kyk, Battlecow;W:\sc2\my\2010-09-01 22-08-35.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-09-01 22:28:50;Monsoon;ZTPvPTZ;131, 90, 97, 65, 60, 63;00:08:08;SCIIGears, FireFlier, baltaZar vs VeStige, Rayzen, Anthem;W:\sc2\my\2010-09-01 22-28-50.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-09-01 22:56:33;Arakan Citadel;ZTPvZTT;126, 79, 80, 68, 35, 52;00:25:25;SCIIGears, FireFlier, baltaZar vs Darkhoff, Pjume, SirSmokeAlot;W:\sc2\my\2010-09-01 22-56-33.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-09-01 23:06:27;Arid Wastes;PTvPP;112, 95, 66, 49;00:08:13;SCIIGears, FireFlier vs Eskizofrenia, Enfermo;W:\sc2\my\2010-09-01 23-06-27.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-09-01 23:12:15;Monlyth Ridge;PZvPZ;119, 108, 39, 84;00:05:08;SCIIGears, FireFlier vs Bourraf, Goztrain;W:\sc2\my\2010-09-01 23-12-15.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-09-01 23:19:16;Arid Wastes;ZPvPZ;146, 77, 79, 110;00:06:05;SCIIGears, FireFlier vs Banana, ThugLife;W:\sc2\my\2010-09-01 23-19-16.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-09-01 23:33:19;Tarsonis Assault;ZPvPT;135, 84, 52, 117;00:13:06;SCIIGears, FireFlier vs Woody, Xovelono;W:\sc2\my\2010-09-01 23-33-19.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-09-01 23:53:09;High Orbit;PZvZZ;96, 102, 71, 165;00:19:09;SCIIGears, FireFlier vs ocrim, sOui;W:\sc2\my\2010-09-01 23-53-09.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-09-02 00:13:24;Ulaan Deeps;ZZPvTZP;129, 110, 126, 56, 84, 102;00:19:22;SCIIGears, FireFlier, baltaZar vs Geilomat, Alpz, Lethian;W:\sc2\my\2010-09-02 00-13-24.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-09-02 00:25:49;Discord IV;TZvPP;122, 145, 107, 127;00:06:58;SCIIGears, baltaZar vs Pawna, yombHirO;W:\sc2\my\2010-09-02 00-25-49.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-09-02 00:48:16;War Zone;PZvZP;115, 153, 69, 94;00:18:54;SCIIGears, baltaZar vs Burnt, Botker;W:\sc2\my\2010-09-02 00-48-16.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-09-04 02:15:19;Extinction;PPTTvTTTZ;112, 125, 74, 56, 47, 106, 84, 107;00:17:53;SCIIGears, Rhaime, Basic, revlis vs McGibbs, Nafaltar, Moerges, Qubie;W:\sc2\my\2010-09-04 02-15-19.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-09-04 02:25:16;Extinction;TTZPvPTTP;104, 39, 48, 40, 68, 49, 34, 38;00:03:36;SCIIGears, Scofield, DarKosh, playSTAR vs Staaan, Asgerat, ChinaDude, makalah;W:\sc2\my\2010-09-04 02-25-16.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-09-04 02:43:34;Outpost;ZZPPvZPPT;141, 92, 52, 52, 42, 41, 55, 25;00:09:59;SCIIGears, Defile, TomCat, General vs Brugal, Sanmiguel, RÖCHLERger, Hendrixx;W:\sc2\my\2010-09-04 02-43-34.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-09-04 03:01:49;Tempest;PZvPT;110, 124, 44, 133;00:12:15;SCIIGears, Fearsome vs Mat, Kubiasty;W:\sc2\my\2010-09-04 03-01-49.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-09-04 03:17:24;Tarsonis Assault;TZvZZ;129, 120, 107, 114;00:14:55;SCIIGears, Fearsome vs Roma, Guigzzzzz;W:\sc2\my\2010-09-04 03-17-24.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-09-04 03:29:51;Tempest;PZvTZ;100, 119, 103, 120;00:11:12;SCIIGears, Fearsome vs Yappta, Beijing;W:\sc2\my\2010-09-04 03-29-51.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-09-04 03:39:12;Arid Wastes;PZvPT;114, 135, 134, 110;00:08:33;SCIIGears, Fearsome vs Beijing, Yappta;W:\sc2\my\2010-09-04 03-39-12.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-09-04 03:57:45;High Orbit;ZZvZT;162, 98, 133, 93;00:16:33;SCIIGears, Fearsome vs ZIrbes, Naniwa;W:\sc2\my\2010-09-04 03-57-45.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-09-04 04:48:09;High Ground;PZTZvZZPT;121, 112, 140, 48, 66, 54, 69, 46;00:17:10;SCIIGears, Slaan, Respire, Borg vs Segiroth, Dahastes, Paine, Bergmeister;W:\sc2\my\2010-09-04 04-48-09.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-09-04 04:56:27;Extinction;ZZZTvTZZZ;158, 47, 46, 87, 76, 52, 56, 66;00:07:18;SCIIGears, Piezke, Borg, taa vs DemonBuster, Dahastes, Segiroth, Huma;W:\sc2\my\2010-09-04 04-56-27.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-09-04 06:07:46;Ulaan Deeps;PTTvPZT;111, 121, 72, 53, 119, 114;00:12:44;SCIIGears, Oppenheimer, FaktioN vs LowG, Metle, kowlo;W:\sc2\my\2010-09-04 06-07-46.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-09-05 04:22:51;High Ground;PTPZvTPTT;96, 90, 79, 63, 58, 109, 81, 97;00:14:58;SCIIGears, Thud, CrossRazor, Kogollin vs Lightstalker, Mata, iggythefisk, TIMG;W:\sc2\my\2010-09-05 04-22-51.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-09-05 04:38:35;Sand Canyon;ZTZPvTZTT;146, 83, 84, 85, 72, 143, 115, 46;00:11:47;SCIIGears, Thud, Tempest, CrossRazor vs iggythefisk, Mata, TIMG, Lightstalker;W:\sc2\my\2010-09-05 04-38-35.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-09-05 04:57:52;Frontier;ZZZvTZP;131, 85, 78, 90, 37, 76;00:15:46;SCIIGears, VaDe, Apo vs KiLLbOt, KuNSouLeD, SlayerAil;W:\sc2\my\2010-09-05 04-57-52.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-09-05 05:35:35;Quicksand;TZPvPPT;95, 80, 41, 96, 95, 91;00:07:32;SCIIGears, Atoufidou, storeslem vs Thekiller, Pharaseas, BATISTA;W:\sc2\my\2010-09-05 05-35-35.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-09-05 05:53:49;Ulaan Deeps;TZTvTPP;91, 111, 63, 37, 33, 51;00:15:36;SCIIGears, SvenneBurner, atinao vs nozz, Chrisz, Bonnfire;W:\sc2\my\2010-09-05 05-53-49.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-09-05 06:24:06;Discord IV;PPvTP;84, 188, 48, 41;00:06:57;SCIIGears, CityOfAngels vs Mekteus, PoXoS;W:\sc2\my\2010-09-05 06-24-06.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-09-05 06:32:14;Tarsonis Assault;PZvTZ;105, 102, 116, 125;00:06:43;SCIIGears, Berzergling vs mOe, Sunkel;W:\sc2\my\2010-09-05 06-32-14.SC2Replay;;
1.0.3.16291;AutoMM;Europe;2010-09-05 06:41:50;High Orbit;ZTvPP;114, 72, 79, 189;00:05:13;SCIIGears, REM vs nooooooooob, Eleven;W:\sc2\my\2010-09-05 06-41-50.SC2Replay;;
1.0.2.16223;AutoMM;America;2010-08-08 11:46:10;Metalópolis;PvT;27, 71;00:22:53;Junior vs roddds;W:\sc2\roddds- latin america replay.SC2Replay;;
1.0.0.16117;AutoMM;Asia;2010-07-30 05:55:11;고철 처리장;PvZ;143, 260;00:15:16;ChiTaPrime vs GundamWeRRa;W:\sc2\RRU - EP3 - ChiTahPrime vs GundamWeRRa.sc2replay;;
1.0.2.16223;AutoMM;Europe;2010-08-08 22:47:43;Colony 426;PZZvTPP;47, 64, 77, 88, 53, 63;00:11:11;Isalty, Valinalo, Sprite vs awishformore, matyus, XXXaviCE;W:\sc2\rshu_replay_318.SC2Replay;;
1.0.0.16117;AutoMM;America;2010-07-27 08:59:37;Scrap Station;TvP;85, 49;00:08:14;JTouche vs Zutazuta;W:\sc2\SC2S_536_JTouche_vs_Zutazuta_Scrap_Station.sc2replay;;
1.0.0.16117;AutoMM;America;2010-07-27 22:45:29;Delta Quadrant;PvP;73, 73;00:10:11;BCspirit vs Zutazuta;W:\sc2\SC2S_537_BCspirit_vs_Zutazuta_Delta_Quadrant.sc2replay;;
1.0.0.16117;AutoMM;America;2010-07-27 12:09:36;Blistering Sands;TvP;107, 125;00:16:18;iEchoic vs iNcontroL;W:\sc2\SC2S_538_iEchoic_vs_iNcontroL_Blistering_Sands.sc2replay;;
1.0.0.16117;AutoMM;America;2010-07-27 10:47:18;Kulas Ravine;TvT;142, 101;00:11:58;LzGaMeR vs iEchoic;W:\sc2\SC2S_539_LzGaMeR_vs_iEchoic_Kulas_Ravine.sc2replay;;
1.0.0.16117;AutoMM;Europe;2010-07-28 02:27:55;Metalopolis;ZvP;114, 92;00:19:00;Moose vs ErasED;W:\sc2\SC2S_540_Moose_vs_ErasED_Metalopolis.sc2replay;;
1.0.0.16117;Private;Europe;2010-07-27 18:26:07;Lost Temple;PvT;173, 144;00:04:33;mTwiNfeRnaL vs Andead;W:\sc2\SC2S_541_[EPS][Qualifier][G1]_mTwiNfeRnaL_vs_Andead_Lost_Temple.sc2replay;;
1.0.0.16117;Private;Europe;2010-07-27 18:35:54;Metalopolis;PvT;113, 134;00:08:14;mTwiNfeRnaL vs Andead;W:\sc2\SC2S_542_[EPS][Qualifier][G2]_mTwiNfeRnaL_vs_Andead_Metalopolis.sc2replay;;
1.0.0.16117;Private;Europe;2010-07-27 19:25:09;Lost Temple;ZvP;129, 160;00:12:23;Hilde vs aTnSocke;W:\sc2\SC2S_543_[EPS][Qualifier][G1]_Hilde_vs_aTnSocke_Lost_Temple.sc2replay;;
1.0.0.16117;Private;Europe;2010-07-27 18:43:15;Metalopolis;ZvP;132, 162;00:12:04;Hilde vs aTnSocke;W:\sc2\SC2S_544_[EPS][Qualifier][G2]_Hilde_vs_aTnSocke_Metalopolis.sc2replay;;
1.0.0.16117;Private;Europe;2010-07-27 18:22:34;Metalopolis;TvT;126, 122;00:09:44;miou vs GoOdy;W:\sc2\SC2S_545_[EPS][Qualifier][G1]_miou_vs_GoOdy_Metalopolis.sc2replay;;
1.0.0.16117;Private;Europe;2010-07-27 18:49:09;Verschollener Tempel;TvT;118, 124;00:19:44;GoOdy vs miou;W:\sc2\SC2S_546_[EPS][Qualifier][G2]_GoOdy_vs_miou_Lost_Temple.sc2replay;;
1.0.0.16117;Private;Europe;2010-07-27 21:42:34;Kulas Ravine;PvT;170, 119;00:13:41;aTnSocke vs GoOdy;W:\sc2\SC2S_547_[EPS][Qualifier][G1]_aTnSocke_vs_GoOdy_Kulas_Ravine.sc2replay;;
1.0.0.16117;Private;Europe;2010-07-27 21:11:43;Lost Temple;PvT;177, 119;00:26:02;aTnSocke vs GoOdy;W:\sc2\SC2S_548_[EPS][Qualifier][G2]_aTnSocke_vs_GoOdy_Lost_Temple.sc2replay;;
1.0.0.16117;Private;Europe;2010-07-27 21:21:44;Metalopolis;PvT;168, 145;00:04:39;aTnSocke vs GoOdy;W:\sc2\SC2S_549_[EPS][Qualifier][G3]_aTnSocke_vs_GoOdy_Metalopolis.sc2replay;;
1.0.0.16117;Private;Europe;2010-07-27 23:05:04;Verschollener Tempel;TvT;141, 173;00:04:25;GoOdy vs LiquidTLO;W:\sc2\SC2S_550_[EPS][Qualifier][G1]_LiquidTLO_vs_GoOdy_Lost_Temple.sc2replay;;
1.0.0.16117;Private;Europe;2010-07-27 23:21:36;Metalopolis;TvT;122, 175;00:13:45;GoOdy vs LiquidTLO;W:\sc2\SC2S_551_[EPS][Qualifier][G2]_LiquidTLO_vs_GoOdy_Metalopolis.sc2replay;;
1.0.0.16117;Private;Europe;2010-07-27 22:04:02;Verschollener Tempel;PvT;262, 195;00:10:57;mouzHasu vs LiquidTLO;W:\sc2\SC2S_552_[EPS][Qualifier][G1]_LiquidTLO_vs_mouzHasu_Lost_Temple.sc2replay;;
1.0.0.16117;Private;Europe;2010-07-27 22:51:41;Metalopolis;PvT;269, 182;00:32:18;mouzHasu vs LiquidTLO;W:\sc2\SC2S_553_[EPS][Qualifier][G2]_LiquidTLO_vs_mouzHasu_Metalopolis.sc2replay;;
1.0.0.16117;Private;Europe;2010-07-27 22:17:06;Wüstenoase;PvZ;238, 210;00:09:56;mouzHasu vs LiquidTLO;W:\sc2\SC2S_554_[EPS][Qualifier][G3]_LiquidTLO_vs_mouzHasu_Desert_Oasis.sc2replay;;
1.0.0.16117;Private;Europe;2010-07-27 18:32:46;Metalopolis;ZvP;194, 122;00:07:09;aTnMardow vs iNSoLeNCE;W:\sc2\SC2S_555_[EPS][Qualifier][G1]_aTnMardow_vs_iNSoLeNCE_Metalopolis.sc2replay;;
1.0.0.16117;Private;Europe;2010-07-27 18:24:37;Verschollener Tempel;ZvP;206, 152;00:13:51;aTnMardow vs iNSoLeNCE;W:\sc2\SC2S_556_[EPS][Qualifier][G2]_aTnMardow_vs_iNSoLeNCE_Lost_Temple.sc2replay;;
1.0.0.16117;Private;Europe;2010-07-28 19:50:57;Verschollener Tempel;TvP;186, 163;00:14:19;LiquidTLO vs iNSoLeNCE;W:\sc2\SC2S_557_[EPS][Qualifier][G1]_LiquidTLO_vs_iNSoLeNCE_Lost_Temple.sc2replay;;
1.0.0.16117;Private;Europe;2010-07-28 19:27:02;Metalopolis;PvT;120, 181;00:12:27;iNSoLeNCE vs LiquidTLO;W:\sc2\SC2S_558_[EPS][Qualifier][G2]_iNSoLeNCE_vs_LiquidTLO_Metalopolis.sc2replay;;
1.0.0.16117;Private;Europe;2010-07-27 18:28:57;Lost Temple;ZvT;173, 286;00:12:17;Mondragon vs mTwNarutO;W:\sc2\SC2S_559_[EPS][Qualifier][G1]_Mondragon_vs_mTwNarutO_Lost_Temple.sc2replay;;
1.0.0.16117;Private;Europe;2010-07-27 18:51:53;Metalopolis;ZvT;198, 257;00:18:47;Mondragon vs mTwNarutO;W:\sc2\SC2S_560_[EPS][Qualifier][G2]_Mondragon_vs_mTwNarutO_Metalopolis.sc2replay;;
1.0.0.16117;Private;Europe;2010-07-27 20:20:20;Lost Temple;TvP;244, 236;00:06:28;mTwNarutO vs mouzHasu;W:\sc2\SC2S_561_[EPS][Qualifier][G1]_mouzHasu_vs_mTwNarutO_Lost_Temple.sc2replay;;
1.0.0.16117;Private;Europe;2010-07-27 20:37:54;Metalopolis;PvT;245, 243;00:13:35;mouzHasu vs mTwNarutO;W:\sc2\SC2S_562_[EPS][Qualifier][G2]_mTwNarutO_vs_mouzHasu_Metalopolis.sc2replay;;
1.0.0.16117;Private;Europe;2010-07-27 19:44:55;Kulas Ravine;PvT;159, 147;00:07:22;aTnSocke vs Andead;W:\sc2\SC2S_563_[EPS][Qualifier][G1]_aTnSocke_vs_Andead_Kulas_Ravine.sc2replay;;
1.0.0.16117;Private;Europe;2010-07-27 18:55:20;Wüstenoase;ZvT;177, 134;00:12:39;LiquidTLO vs SoKoL;W:\sc2\SC2S_564_[EPS][Qualifier][G1]_LiquidTLO_vs_SoKoL_Desert_Oasis.sc2replay;;
1.0.0.16117;Private;Europe;2010-07-28 18:46:35;Metalopolis;ZvT;204, 154;00:09:24;LiquidTLO vs SoKoL;W:\sc2\SC2S_565_[EPS][Qualifier][G2]_LiquidTLO_vs_SoKoL_Metalopolis.sc2replay;;
1.0.0.16117;Private;Europe;2010-07-27 18:29:09;Lost Temple;ZvP;195, 133;00:17:38;aTnDarKFoRcE vs XlorD;W:\sc2\SC2S_566_[EPS][Qualifier][G1]_aTnDarKFoRcE_vs_XlorD_Lost_Temple.sc2replay;;
1.0.0.16117;Private;Europe;2010-07-27 18:43:32;Metalopolis;PvZ;133, 175;00:06:06;XlorD vs aTnDarKFoRcE;W:\sc2\SC2S_567_[EPS][Qualifier][G2]_XlorD_vs_aTnDarKFoRcE_Metalopolis.sc2replay;;
1.0.0.16117;Private;Europe;2010-07-27 19:38:46;Verschollener Tempel;TvP;116, 143;00:15:37;GoOdy vs XlorD;W:\sc2\SC2S_568_[EPS][Qualifier][G1]_GoOdy_vs_XlorD_Lost_Temple.sc2replay;;
1.0.0.16117;Private;Europe;2010-07-27 19:52:41;Felder des Krieges;TvP;119, 123;00:11:43;GoOdy vs XlorD;W:\sc2\SC2S_569_[EPS][Qualifier][G2]_GoOdy_vs_XlorD_Steppes_of_War.sc2replay;;
1.0.0.16117;AutoMM;Europe;2010-07-28 10:59:35;Quadrant Delta;PvP;36, 92;00:06:24;Caryl vs iNcoG;W:\sc2\SC2S_570_Caryl_vs_iNcoG_Delta_Quadrant.sc2replay;;
1.0.0.16117;AutoMM;Europe;2010-07-28 11:05:55;Métalopolis;PvP;103, 29;00:05:28;iNcoG vs alvy;W:\sc2\SC2S_571_iNcoG_vs_alvy_Metalopolis.sc2replay;;
1.0.0.16117;AutoMM;Europe;2010-07-28 11:17:52;Oasis du désert;PvP;30, 98;00:11:40;Erazer vs iNcoG;W:\sc2\SC2S_572_Erazer_vs_iNcoG_Desert_Oasis.sc2replay;;
1.0.0.16117;Private;Europe;2010-07-28 11:39:38;Steppes de guerre;TvT;57, 115;00:12:50;Bart vs iNcoG;W:\sc2\SC2S_573_Bart_vs_iNcoG_Steppes_of_War.sc2replay;;
1.0.0.16117;Public;America;2010-07-28 17:40:55;Agria Valley;TvZ;88, 40;00:15:34;Duban vs Roach;W:\sc2\SC2S_574_Duban_vs_Roach_Agria_Valley.sc2replay;;
1.0.0.16117;AutoMM;Europe;2010-07-28 19:52:00;Felder des Krieges - Einsteiger;TvT;84, 26;00:21:47;schnitzelGWC vs Gouvenator;W:\sc2\SC2S_575_schnitzelGWC_vs_Gouvenator_Felder_des_Krieges_-_Einsteiger.sc2replay;;
1.0.0.16117;AutoMM;America;2010-07-28 19:18:14;Kulas Ravine;ZvT;85, 91;00:16:23;Soi vs Kolu;W:\sc2\SC2S_576_Soi_vs_Kolu_Kulas_Ravine.sc2replay;;
1.0.0.16117;AutoMM;America;2010-07-28 07:26:15;Steppes of War;PvT;116, 132;00:07:09;Zutazuta vs Noah;W:\sc2\SC2S_577_Zutazuta_vs_Noah_Steppes_of_War.sc2replay;;
